 Hello date	time	Eacc	std_Eacc	Qo	std_Qo	Pinc_correct	std_Pinc_correct	Pref_correct	std_Pref_correct	Pt_correct	std_Pt_correct	Bstar	std_Bstar	Ql	std_Ql	Q0star	std_Q0star	Ploss	std_Ploss	B1	std_B1	B2	std_B2	Qe1	std_Qe1	Qe2	std_Qe2	FreqHz	tau	Rad	dewar_temp_K	Pi_meas	Pr_meas	Pt_meas	ci	cr	ct	PHOMA_meas	PHOMB_meas	cHOMA	cHOMB	PHOMA_correct	std_PHOMA_correct	PHOMB_correct	std_PHOMB_correct	Qext_HOMA	std_Qext_HOMA	Qext_HOMB	std_Qext_HOMB	PHOMC_meas	PHOMD_meas	cHOMC	cHOMD	PHOMC_correct	std_PHOMC_correct	PHOMD_correct	std_PHOMD_correct	Qext_HOMC	std_Qext_HOMAC	Qext_HOMD	std_Qext_HOMAD	sqRoot_RQL	DewarPressure100	commentcomment
1/26/2024	3:31:47 PM	4.960571527E+0	2.442664722E-1	1.173350775E+10	1.083898696E+9	1.544920667E+0	1.199181078E-1	3.536750256E-1	2.745259280E-2	5.837822153E-3	4.250007763E-4	2.834825052E+0	0.000000000E+0	3.039151571E+9	2.855656389E+8	7.925137470E+8	7.569841734E+7	1.183236004E+0	1.230211070E-1	2.854014733E+0	6.635764639E-2	4.933776638E-3	6.174402294E-4	4.111228865E+9	3.916252075E+8	2.378200031E+12	2.793642888E+11	1.496528126E+9	3.247759822E-1	2.997832539E-3	2.066666595E+0	2.463245320E-4	3.210386740E-5	1.765416630E-5	6.271891211E+3	1.101658629E+4	3.306767396E+2	2.022730890E-6	6.812490540E-6	2.568501907E+2	2.425363891E+2	5.195388149E-4	3.636773956E-5	1.652276857E-3	1.156594602E-4	2.672275569E+13	3.184263156E+12	8.402652841E+12	1.001253720E+12	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:32:13 PM	5.397325039E+0	2.657728651E-1	1.168443738E+10	1.076976089E+9	1.832343146E+0	1.422280917E-1	4.162116725E-1	3.230674196E-2	6.911058577E-3	5.031335674E-4	2.821166760E+0	0.000000000E+0	3.037339849E+9	2.847593588E+8	7.948723621E+8	7.575349276E+7	1.406647080E+0	1.458520807E-1	2.840188629E+0	6.594412913E-2	4.913143229E-3	6.137102472E-4	4.113965269E+9	3.910374054E+8	2.378200031E+12	2.793642888E+11	1.496528108E+9	3.247759822E-1	4.506534708E-3	2.066666595E+0	2.921516150E-4	3.778045770E-5	2.089974210E-5	6.271891211E+3	1.101658629E+4	3.306767396E+2	2.391770810E-6	8.077173220E-6	2.568501907E+2	2.425363891E+2	6.143267888E-4	4.300290183E-5	1.959008427E-3	1.371306851E-4	2.675429433E+13	3.188021275E+12	8.389897405E+12	9.997337919E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:32:39 PM	4.603399620E+0	2.266787992E-1	5.717177086E+9	4.459945531E+8	2.159777055E+0	1.676437977E-1	5.950786784E-2	4.619081068E-3	5.027415538E-3	3.660022842E-4	1.398053670E+0	0.000000000E+0	2.373882965E+9	1.860527756E+8	9.899206989E+8	7.794404391E+7	2.091276797E+0	1.677079346E-1	1.404065233E+0	1.819610120E-2	2.403993362E-3	2.556330464E-4	4.071874262E+9	3.219986203E+8	2.378200031E+12	2.793642888E+11	1.496528148E+9	3.247759822E-1	9.959867345E-4	2.066794803E+0	3.443581820E-4	5.401661300E-6	1.520341450E-5	6.271891211E+3	1.101658629E+4	3.306767396E+2	7.953739720E-6	7.924810120E-6	2.568501907E+2	2.425363891E+2	2.042919564E-3	1.430044580E-4	1.922054831E-3	1.345439315E-4	5.852506382E+12	6.973801899E+11	6.220530025E+12	7.412336254E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.872999954E+1	6.932774249E+0	
1/26/2024	3:33:05 PM	4.826628427E+0	2.376709155E-1	4.897207380E+9	3.787156671E+8	2.718061304E+0	2.109783088E-1	2.310350082E-2	1.793342303E-3	5.526817968E-3	4.023593299E-4	1.203117289E+0	0.000000000E+0	2.213777418E+9	1.714859014E+8	1.004838657E+9	7.796771810E+7	2.683953862E+0	2.109865203E-1	1.208049949E+0	9.916127503E-3	2.059207517E-3	2.165538768E-4	4.053812001E+9	3.152544080E+8	2.378200031E+12	2.793642888E+11	1.496528132E+9	3.247759822E-1	7.480062313E-3	2.066666595E+0	4.333718830E-4	2.097156070E-6	1.671365810E-5	6.271891211E+3	1.101658629E+4	3.306767396E+2	6.089975330E-6	1.613329870E-5	2.568501907E+2	2.425363891E+2	1.564211325E-3	1.094948605E-4	3.912912012E-3	2.739040309E-4	8.402879105E+12	1.001280656E+12	3.359104069E+12	4.002682854E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:33:31 PM	7.317666306E+0	3.603333598E-1	1.139377156E+10	1.039745733E+9	3.417502054E+0	2.652695107E-1	7.484233551E-1	5.809330294E-2	1.270377024E-2	9.248493419E-4	2.759196112E+0	0.000000000E+0	3.011096325E+9	2.794694912E+8	8.009947433E+8	7.556617107E+7	2.651633537E+0	2.715578586E-1	2.777348930E+0	6.405905571E-2	4.790922298E-3	5.934009768E-4	4.102391109E+9	3.861388543E+8	2.378200031E+12	2.793642888E+11	1.496527984E+9	3.247759822E-1	7.024958168E-3	2.066666595E+0	5.448917940E-4	6.793604980E-5	3.841748970E-5	6.271891211E+3	1.101658629E+4	3.306767396E+2	4.416311410E-6	1.487224600E-5	2.568501907E+2	2.425363891E+2	1.134330428E-3	7.940317910E-5	3.607060843E-3	2.524944342E-4	2.663430868E+13	3.173723878E+12	8.375823998E+12	9.980568155E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:33:57 PM	7.770353397E+0	3.826243586E-1	1.143724889E+10	1.044217848E+9	3.840777692E+0	2.981245354E-1	8.426237157E-1	6.540521721E-2	1.432415362E-2	1.042815033E-3	2.762153716E+0	0.000000000E+0	3.020138649E+9	2.804455271E+8	8.027685408E+8	7.577076280E+7	2.978487476E+0	3.052167385E-1	2.780391797E+0	6.415068620E-2	4.809203912E-3	5.959092129E-4	4.113538568E+9	3.873718277E+8	2.378200031E+12	2.793642888E+11	1.496527945E+9	3.247759822E-1	3.497932885E-3	2.066666595E+0	6.123795140E-4	7.648682570E-5	4.331769340E-5	6.271891211E+3	1.101658629E+4	3.306767396E+2	4.980373740E-6	1.675268730E-5	2.568501907E+2	2.425363891E+2	1.279209945E-3	8.954475157E-5	4.063136286E-3	2.844197374E-4	2.663026715E+13	3.173242292E+12	8.384090561E+12	9.990418528E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:37:14 PM	8.248661112E+0	4.061769570E-1	1.142288819E+10	1.041324926E+9	4.326555008E+0	3.358309951E-1	9.437157828E-1	7.325207176E-2	1.614188879E-2	1.175148150E-3	2.752592134E+0	0.000000000E+0	3.024057255E+9	2.803792072E+8	8.058582300E+8	7.594478925E+7	3.360677245E+0	3.437292790E-1	2.770744098E+0	6.386067380E-2	4.803165436E-3	5.943918700E-4	4.122678884E+9	3.876545054E+8	2.378200031E+12	2.793642888E+11	1.496527925E+9	3.247759822E-1	4.496321590E-3	2.066538387E+0	6.898325980E-4	8.566317710E-5	4.881470890E-5	6.271891211E+3	1.101658629E+4	3.306767396E+2	5.602261600E-6	1.888850570E-5	2.568501907E+2	2.425363891E+2	1.438941961E-3	1.007259996E-4	4.581149969E-3	3.206807203E-4	2.667837999E+13	3.178975381E+12	8.379695200E+12	9.985181050E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.870999908E+1	6.932774249E+0	
1/26/2024	3:37:40 PM	8.708656165E+0	4.288278133E-1	1.135019923E+10	1.032505065E+9	4.842309814E+0	3.758643336E-1	1.047660358E+0	8.132034048E-2	1.799242563E-2	1.309869266E-3	2.739298367E+0	0.000000000E+0	3.015617911E+9	2.789978104E+8	8.064662443E+8	7.583775400E+7	3.769941505E+0	3.845631955E-1	2.757251550E+0	6.345447052E-2	4.772600743E-3	5.895426904E-4	4.116490290E+9	3.862665002E+8	2.378200031E+12	2.793642888E+11	1.496527883E+9	3.247759822E-1	2.488904905E-3	2.066538387E+0	7.720653390E-4	9.509845700E-5	5.441092000E-5	6.271891211E+3	1.101658629E+4	3.306767396E+2	6.250984400E-6	2.106883340E-5	2.568501907E+2	2.425363891E+2	1.605566536E-3	1.123897270E-4	5.109958776E-3	3.576973625E-4	2.665077169E+13	3.175685597E+12	8.373763674E+12	9.978113088E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.870999908E+1	6.932774249E+0	
1/26/2024	3:38:06 PM	9.189634500E+0	4.525119192E-1	1.130552358E+10	1.025703594E+9	5.397637543E+0	4.189693570E-1	1.155678626E+0	8.970481277E-2	2.003474896E-2	1.458552649E-3	2.722442107E+0	0.000000000E+0	3.017434663E+9	2.784143949E+8	8.106062033E+8	7.601974549E+7	4.214456788E+0	4.284677079E-1	2.740207850E+0	6.294098920E-2	4.753815252E-3	5.858856000E-4	4.125790523E+9	3.861259423E+8	2.378200031E+12	2.793642888E+11	1.496527839E+9	3.247759822E-1	4.990955191E-3	2.066538387E+0	8.606076480E-4	1.049035150E-4	6.058711290E-5	6.271891211E+3	1.101658629E+4	3.306767396E+2	6.953694660E-6	2.342462060E-5	2.568501907E+2	2.425363891E+2	1.786057800E-3	1.250241234E-4	5.681322897E-3	3.976928788E-4	2.667698693E+13	3.178809385E+12	8.386539798E+12	9.993337021E+11	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.870999908E+1	6.932774249E+0	
1/26/2024	3:38:32 PM	9.659506431E+0	4.756491298E-1	1.125878776E+10	1.019851407E+9	5.978154681E+0	4.640296043E-1	1.271991689E+0	9.873313431E-2	2.213590590E-2	1.611519183E-3	2.712459341E+0	0.000000000E+0	3.013124037E+9	2.775726404E+8	8.116247911E+8	7.599239267E+7	4.675779775E+0	4.744201875E-1	2.730084902E+0	6.263558520E-2	4.734163490E-3	5.826754039E-4	4.123969826E+9	3.853561147E+8	2.378200031E+12	2.793642888E+11	1.496527794E+9	3.247759822E-1	3.482096186E-3	2.066666595E+0	9.531661950E-4	1.154615100E-4	6.694122460E-5	6.271891211E+3	1.101658629E+4	3.306767396E+2	7.691369990E-6	2.585913750E-5	2.568501907E+2	2.425363891E+2	1.975529849E-3	1.382871750E-4	6.271781835E-3	4.390250331E-4	2.664784443E+13	3.175336787E+12	8.393725016E+12	1.000189887E+12	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:38:58 PM	1.013132881E+1	4.988823839E-1	1.121876819E+10	1.015758893E+9	6.596535150E+0	5.120288365E-1	1.401044222E+0	1.087503047E-1	2.435119334E-2	1.772794543E-3	2.709604052E+0	0.000000000E+0	3.004792462E+9	2.766762817E+8	8.100035529E+8	7.580493146E+7	5.162064832E+0	5.234534912E-1	2.727149644E+0	6.254688413E-2	4.717335819E-3	5.803763308E-4	4.113733991E+9	3.842255838E+8	2.378200031E+12	2.793642888E+11	1.496527745E+9	3.247759822E-1	2.991038580E-3	2.066666595E+0	1.051761730E-3	1.271758950E-4	7.364047850E-5	6.271891211E+3	1.101658629E+4	3.306767396E+2	8.465659520E-6	2.845138650E-5	2.568501907E+2	2.425363891E+2	2.174406263E-3	1.522085326E-4	6.900496548E-3	4.830350935E-4	2.663348139E+13	3.173625299E+12	8.392440796E+12	1.000036860E+12	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
1/26/2024	3:39:24 PM	9.713929679E+0	4.783290135E-1	1.121268589E+10	1.011393779E+9	6.042546770E+0	4.690277745E-1	1.263761605E+0	9.809430800E-2	2.238604324E-2	1.629729456E-3	2.685430106E+0	0.000000000E+0	3.022873912E+9	2.772814831E+8	8.202228303E+8	7.646548930E+7	4.748058515E+0	4.791789010E-1	2.702808635E+0	6.181160028E-2	4.714778297E-3	5.781871292E-4	4.148531179E+9	3.860408839E+8	2.378200031E+12	2.793642888E+11	1.496527774E+9	3.247759822E-1	4.489525708E-3	2.066666595E+0	9.634329690E-4	1.147144470E-4	6.769766530E-5	6.271891211E+3	1.101658629E+4	3.306767396E+2	7.788514900E-6	2.614092590E-5	2.568501907E+2	2.425363891E+2	2.000481538E-3	1.400337943E-4	6.340125776E-3	4.438091123E-4	2.661283682E+13	3.171165307E+12	8.397071383E+12	1.000588638E+12	0.000000000E+0	0.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E-12	0.000000000E+0	1.000000000E-12	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	4.210000000E+1	2.871999931E+1	6.932774249E+0	
